"response" "explanatory" "Gender" "Country"
32.4399833473037 33.228863081623 "M" "2:UK"
30.1211445000147 28.4828308680817 "M" "2:UK"
32.8132122853788 33.6936460181879 "M" "2:UK"
29.8369874931438 29.5611025833992 "M" "2:UK"
30.0497620368764 31.8574522672452 "M" "2:UK"
31.7947052649932 30.491148973833 "M" "2:UK"
27.5618868943541 25.3724991622717 "M" "2:UK"
29.6198685373752 31.6930480881564 "M" "2:UK"
29.5316289602573 29.0334663216497 "M" "2:UK"
32.8264452707902 33.3585700340743 "M" "2:UK"
30.8684285215785 34.3394720655667 "M" "2:UK"
28.4919370252072 26.0933474680486 "M" "2:UK"
29.3814892771957 25.5940972397761 "M" "2:UK"
30.1877452571503 30.2197357791026 "M" "2:UK"
30.7678115286889 31.509871683564 "M" "2:UK"
28.4425573481135 30.7014780511245 "M" "2:UK"
29.6670759296759 27.9124593971762 "M" "2:UK"
27.6492999737571 23.1622139970335 "M" "2:UK"
30.689570595838 30.0114296739014 "M" "2:UK"
26.8738870345181 31.0801696200058 "F" "2:UK"
25.2790204175258 28.8471675275928 "F" "2:UK"
25.0227594610539 30.8383618223636 "F" "2:UK"
24.5011958539938 31.8504228088573 "F" "2:UK"
25.2515248812629 33.3835304384889 "F" "2:UK"
25.1945346074579 30.9163127975454 "F" "2:UK"
25.9884199310862 27.4574793842335 "F" "2:UK"
25.6881974022728 34.105042360493 "F" "2:UK"
23.0574506373673 24.4794224325031 "F" "2:UK"
25.0976316506246 30.0502417038536 "F" "2:UK"
23.8492745872058 29.6846472297025 "F" "2:UK"
24.4022091406544 25.4894379351826 "F" "2:UK"
25.229295754195 29.7974541046394 "F" "2:UK"
22.1749577388807 28.0589208011313 "F" "2:UK"
27.3659473994224 35.163941878508 "F" "2:UK"
24.1961586062164 28.5865312033494 "F" "2:UK"
21.7688213917815 22.394495174209 "F" "2:UK"
26.2128695092794 28.1925263294349 "F" "2:UK"
26.7994043590482 28.6479328116382 "F" "2:UK"
26.8389276440296 35.7348080568445 "F" "2:UK"
25.1329523824892 33.1431504570403 "F" "2:UK"
27.2239651705734 29.430139962219 "F" "2:UK"
25.5676569904339 31.2280275781262 "F" "2:UK"
24.0694343662487 26.3583404399429 "F" "2:UK"
22.445326581786 28.0006690410219 "F" "2:UK"
24.282083166895 29.972147710592 "F" "2:UK"
23.6738574072731 25.3597039142602 "F" "2:UK"
24.5960611573165 28.8267079389113 "F" "2:UK"
23.7238546393624 31.0228674064174 "F" "2:UK"
25.4533997854318 31.6046175406335 "F" "2:UK"
24.3555368267566 28.3146517378004 "F" "2:UK"
26.2691155121001 31.3431066618416 "F" "2:UK"
24.0167892385174 27.577075635068 "F" "2:UK"
24.4326526168338 29.1369878101939 "F" "2:UK"
22.780756792077 26.159166314372 "F" "2:UK"
24.6064734785257 27.3398274973606 "F" "2:UK"
23.3881527687629 27.5626492253192 "F" "2:UK"
26.0740225740707 31.1927191743183 "F" "2:UK"
24.8731195750125 31.6042313096101 "F" "2:UK"
24.7504589107402 30.0366655446196 "F" "2:UK"
31.3363274657198 32.0020432146611 "M" "3:Poland"
31.2610364067204 31.5633072075558 "M" "3:Poland"
29.7269039424215 31.0048728936288 "M" "3:Poland"
33.1204560941147 32.6792214318577 "M" "3:Poland"
29.8640397272182 30.4171880424984 "M" "3:Poland"
28.1029991688037 27.9365321936359 "M" "3:Poland"
27.104464368093 21.3601747286207 "M" "3:Poland"
30.3837733299268 30.1655139429915 "M" "3:Poland"
30.3370287330387 27.9873286077184 "M" "3:Poland"
28.7612727750466 27.7808840777895 "M" "3:Poland"
32.2843221482823 32.0657078851521 "M" "3:Poland"
28.7941660073007 26.902000150826 "M" "3:Poland"
30.3478633856172 28.2896725311648 "M" "3:Poland"
29.9926898077167 35.016618107176 "M" "3:Poland"
29.6648377683412 31.0392342064683 "M" "3:Poland"
28.9878761711274 28.0937306852568 "M" "3:Poland"
30.3381391381956 31.3382127108994 "M" "3:Poland"
31.1226213944176 31.2324829872856 "M" "3:Poland"
29.9089739095017 32.8009244828604 "M" "3:Poland"
30.4980049167628 33.8842853415469 "M" "3:Poland"
29.6607196969506 27.6278010328552 "M" "3:Poland"
29.3478165656977 25.7858213657559 "M" "3:Poland"
30.3307522771147 30.390209553949 "M" "3:Poland"
30.1608218056828 31.7469489782262 "M" "3:Poland"
29.3723957434978 25.0249701022476 "M" "3:Poland"
29.9962165500204 30.5696767744766 "M" "3:Poland"
31.996218734027 29.1887772514476 "M" "3:Poland"
30.0843814211301 28.2831511359912 "M" "3:Poland"
31.9638873165239 33.4711303010973 "M" "3:Poland"
30.2554794182984 32.2347135573216 "M" "3:Poland"
33.1013163836535 28.806980673481 "F" "3:Poland"
34.5298724778949 30.1224699004554 "F" "3:Poland"
35.1307129890998 31.4965215783946 "F" "3:Poland"
32.9259792530683 26.4978894587353 "F" "3:Poland"
34.7393541558815 30.4975552512937 "F" "3:Poland"
34.6117158503426 29.9958455062477 "F" "3:Poland"
35.1881160456079 25.7602189212156 "F" "3:Poland"
33.1689809006012 29.4078511561744 "F" "3:Poland"
34.8709058293019 31.1934802146079 "F" "3:Poland"
32.8103670559895 24.8885090905473 "F" "3:Poland"
33.9927275376557 33.54531604162 "F" "3:Poland"
35.3839560564134 30.1789916585589 "F" "3:Poland"
32.7117659121356 26.1469589108009 "F" "3:Poland"
32.6792888370204 24.7226910278042 "F" "3:Poland"
32.8224946136074 23.1653354571468 "F" "3:Poland"
35.4659161723619 30.9485046691417 "F" "3:Poland"
36.7254826158411 31.4353920702917 "F" "3:Poland"
35.9576646060913 34.5974420424232 "F" "3:Poland"
35.0708116555349 22.0478911787476 "F" "3:Poland"
35.0695489715306 32.6717450806604 "F" "3:Poland"
34.3232139593933 28.8960004531832 "F" "3:Poland"
34.4475855399944 28.0685621479401 "F" "3:Poland"
35.3216675053364 26.3279666417394 "F" "3:Poland"
35.5294697847277 28.1630951814924 "F" "3:Poland"
36.2891821940993 37.2124058286873 "F" "3:Poland"
34.3630901236615 26.9498359528908 "F" "3:Poland"
34.1687566742069 28.6149448535231 "F" "3:Poland"
34.5638616381395 28.7809434693275 "F" "3:Poland"
35.3140552157227 32.4380755951843 "F" "3:Poland"
34.8372781309089 26.6052119311716 "F" "3:Poland"
